feature,source,term,idf
title__marathon,title,marathon,7.230935614568349
desc__sinh_sống,desc,sinh_sống,7.230935614568349
title__quanh,title,quanh,7.230935614568349
desc__ai,desc,ai,7.230935614568349
title__quy_đổi,title,quy_đổi,7.230935614568349
desc__viên_chức,desc,viên_chức,7.230935614568349
desc__huấn_luyện,desc,huấn_luyện,7.230935614568349
desc__grand,desc,grand,7.230935614568349
desc__tai_nạn giao_thông,desc,tai_nạn giao_thông,7.230935614568349
desc__800,desc,800,7.230935614568349
title__quyết_định,title,quyết_định,7.230935614568349
title__đảm_bảo an_ninh,title,đảm_bảo an_ninh,7.230935614568349
title__lôi trắng,title,lôi trắng,7.230935614568349
desc__hiện_trường,desc,hiện_trường,7.230935614568349
desc__hiệu_trưởng,desc,hiệu_trưởng,7.230935614568349
title__đô_thị,title,đô_thị,7.230935614568349
title__nghệ_thuật,title,nghệ_thuật,7.230935614568349
desc__kính,desc,kính,7.230935614568349
desc__biểu_diễn,desc,biểu_diễn,7.230935614568349
desc__quân_đội ukraine,desc,quân_đội ukraine,7.230935614568349
desc__sợ,desc,sợ,7.230935614568349
desc__ha,desc,ha,7.230935614568349
title__nửa đầu,title,nửa đầu,7.230935614568349
title__ủng_hộ,title,ủng_hộ,7.230935614568349
desc__khung,desc,khung,7.230935614568349
title__mổ,title,mổ,7.230935614568349
desc__giải_u21,desc,giải_u21,7.230935614568349
title__nhạc,title,nhạc,7.230935614568349
desc__kích_thước,desc,kích_thước,7.230935614568349
desc__sốt_xuất_huyết,desc,sốt_xuất_huyết,7.230935614568349
desc__khóc,desc,khóc,7.230935614568349
title__phiên,title,phiên,7.230935614568349
desc__tối 17,desc,tối 17,7.230935614568349
desc__thành_tựu,desc,thành_tựu,7.230935614568349
title__nhẫn,title,nhẫn,7.230935614568349
title__mọc,title,mọc,7.230935614568349
desc__vladimir putin,desc,vladimir putin,7.230935614568349
desc__bác_bỏ,desc,bác_bỏ,7.230935614568349
desc__barca,desc,barca,7.230935614568349
title__cơ_quan,title,cơ_quan,7.156827642414627
title__trạm,title,trạm,7.156827642414627
desc__màn_hình,desc,màn_hình,7.156827642414627
title__nỗ_lực,title,nỗ_lực,7.156827642414627
desc__nhắc,desc,nhắc,7.156827642414627
desc__lâm,desc,lâm,7.156827642414627
desc__triệu lượt,desc,triệu lượt,7.156827642414627
desc__siêu_cúp,desc,siêu_cúp,7.156827642414627
title__du_thuyền,title,du_thuyền,7.156827642414627
desc__nghi_ngờ,desc,nghi_ngờ,7.156827642414627
desc__trump đồng,desc,trump đồng,7.156827642414627
title__thủ_tướng yêu_cầu,title,thủ_tướng yêu_cầu,7.156827642414627
desc__mái,desc,mái,7.156827642414627
desc__máy_tính,desc,máy_tính,7.156827642414627
title__tính_năng,title,tính_năng,7.156827642414627
desc__nhầm,desc,nhầm,7.156827642414627
title__xếp,title,xếp,7.156827642414627
desc__sửa_đổi,desc,sửa_đổi,7.156827642414627
desc__cân_bằng,desc,cân_bằng,7.156827642414627
desc__trụ_cột,desc,trụ_cột,7.156827642414627
content__ảnh vgp_nhật,content,ảnh vgp_nhật,7.156827642414627
desc__làm,desc,làm,7.156827642414627
desc__ga,desc,ga,7.156827642414627
desc__theo_đuổi,desc,theo_đuổi,7.156827642414627
title__olympic,title,olympic,7.156827642414627
desc__000 km,desc,000 km,7.156827642414627
title__công_trình,title,công_trình,7.156827642414627
title__túi,title,túi,7.156827642414627
title__thơ,title,thơ,7.156827642414627
desc__chuẩn ngành,desc,chuẩn ngành,7.156827642414627
desc__visa,desc,visa,7.156827642414627
desc__cắt_giảm,desc,cắt_giảm,7.156827642414627
desc__đuổi,desc,đuổi,7.156827642414627
title__chikungunya,title,chikungunya,7.156827642414627
title__đại_hội,title,đại_hội,7.156827642414627
content__georgina,content,georgina,7.156827642414627
title__nghi_phạm,title,nghi_phạm,7.156827642414627
desc__jannik,desc,jannik,7.156827642414627
desc__vitamin,desc,vitamin,7.156827642414627
title__trở,title,trở,7.156827642414627
desc__dựa,desc,dựa,7.156827642414627
desc__chém,desc,chém,7.156827642414627
desc__khánh,desc,khánh,7.156827642414627
desc__đạo_diễn,desc,đạo_diễn,7.156827642414627
desc__tand,desc,tand,7.156827642414627
desc__cải_tạo,desc,cải_tạo,7.156827642414627
desc__nghỉ_dưỡng,desc,nghỉ_dưỡng,7.156827642414627
desc__đặc_trưng,desc,đặc_trưng,7.156827642414627
title__giết,title,giết,7.156827642414627
title__phó thủ_tướng,title,phó thủ_tướng,7.156827642414627
content__sao hỏa,content,sao hỏa,7.156827642414627
title__phó chủ_tịch,title,phó chủ_tịch,7.156827642414627
title__tour,title,tour,7.156827642414627
desc__mệnh_danh,desc,mệnh_danh,7.156827642414627
desc__hợp_tác chiến_lược,desc,hợp_tác chiến_lược,7.156827642414627
title__ca_ngợi,title,ca_ngợi,7.156827642414627
desc__mệt_mỏi,desc,mệt_mỏi,7.156827642414627
desc__dấu,desc,dấu,7.156827642414627
desc__chủ_yếu,desc,chủ_yếu,7.156827642414627
desc__căn_cứ,desc,căn_cứ,7.156827642414627
title__mời,title,mời,7.156827642414627
content__diễn_đàn esg,content,diễn_đàn esg,7.156827642414627
title__trump ông,title,trump ông,7.156827642414627
desc__đại_biểu việt_nam,desc,đại_biểu việt_nam,7.156827642414627
desc__đẩy_mạnh,desc,đẩy_mạnh,7.156827642414627
title__giá rẻ,title,giá rẻ,7.156827642414627
desc__hợp_lý,desc,hợp_lý,7.156827642414627
desc__mở_màn,desc,mở_màn,7.156827642414627
title__mỡ,title,mỡ,7.156827642414627
title__giáo_viên,title,giáo_viên,7.156827642414627
desc__nguồn_gốc,desc,nguồn_gốc,7.156827642414627
desc__vùng_đất,desc,vùng_đất,7.156827642414627
title__giới trẻ,title,giới trẻ,7.156827642414627
desc__nặng_nề,desc,nặng_nề,7.156827642414627
desc__suy_giảm,desc,suy_giảm,7.156827642414627
desc__trung_bình,desc,trung_bình,7.156827642414627
title__bụng,title,bụng,7.156827642414627
desc__lãi_suất,desc,lãi_suất,7.156827642414627
title__xét tuyển,title,xét tuyển,7.156827642414627
title__vị,title,vị,7.156827642414627
desc__công_bố chuẩn,desc,công_bố chuẩn,7.156827642414627
desc__đắk_lắk,desc,đắk_lắk,7.156827642414627
title__đức,title,đức,7.156827642414627
desc__văn_bản,desc,văn_bản,7.156827642414627
content__khuyến_học,content,khuyến_học,7.156827642414627
desc__vua,desc,vua,7.156827642414627
title__robot,title,robot,7.156827642414627
desc__vladimir,desc,vladimir,7.156827642414627
desc__cuộc,desc,cuộc,7.156827642414627
title__ghế,title,ghế,7.156827642414627
title__mua_bán,title,mua_bán,7.156827642414627
title__chuyên_gia,title,chuyên_gia,7.156827642414627
title__world,title,world,7.156827642414627
title__gà lôi,title,gà lôi,7.156827642414627
desc__cơm,desc,cơm,7.156827642414627
desc__ngừng tim,desc,ngừng tim,7.156827642414627
desc__đình,desc,đình,7.156827642414627
title__ninh_bình,title,ninh_bình,7.156827642414627
title__công_bố chuẩn,title,công_bố chuẩn,7.156827642414627
desc__điều_động,desc,điều_động,7.156827642414627
title__năng_lực,title,năng_lực,7.156827642414627
title__chợ,title,chợ,7.156827642414627
title__nhiệm_vụ,title,nhiệm_vụ,7.156827642414627
desc__tổng_công_ty,desc,tổng_công_ty,7.156827642414627
desc__thuốc_lá,desc,thuốc_lá,7.156827642414627
desc__khơi,desc,khơi,7.156827642414627
title__sáng_tạo,title,sáng_tạo,7.156827642414627
desc__diện_tích,desc,diện_tích,7.156827642414627
desc__lạnh,desc,lạnh,7.156827642414627
desc__tín_dụng,desc,tín_dụng,7.156827642414627
desc__lan_tỏa,desc,lan_tỏa,7.156827642414627
content__liệt_sỹ,content,liệt_sỹ,7.156827642414627
title__địa_phương,title,địa_phương,7.156827642414627
desc__hầm,desc,hầm,7.156827642414627
desc__phóng,desc,phóng,7.156827642414627
title__cháu,title,cháu,7.156827642414627
title__bạc,title,bạc,7.156827642414627
desc__khắc_phục,desc,khắc_phục,7.156827642414627
title__sản_phẩm,title,sản_phẩm,7.156827642414627
desc__đồng_nghiệp,desc,đồng_nghiệp,7.156827642414627
title__lào,title,lào,7.156827642414627
desc__hài_lòng,desc,hài_lòng,7.156827642414627
desc__hỏa,desc,hỏa,7.156827642414627
title__đơn,title,đơn,7.156827642414627
title__lôi,title,lôi,7.156827642414627
content__nhung,content,nhung,7.156827642414627
title__đổi_mới,title,đổi_mới,7.156827642414627
desc__air,desc,air,7.156827642414627
content__vgp_nhật bắc,content,vgp_nhật bắc,7.156827642414627
content__vgp_nhật,content,vgp_nhật,7.156827642414627
title__khu_vực,title,khu_vực,7.156827642414627
desc__tưởng_chừng,desc,tưởng_chừng,7.156827642414627
title__niềm,title,niềm,7.156827642414627
desc__xinh_say,desc,xinh_say,7.156827642414627
desc__ước_tính,desc,ước_tính,7.156827642414627
desc__quan_điểm,desc,quan_điểm,7.156827642414627
desc__qua,desc,qua,7.156827642414627
desc__hoàn_thiện,desc,hoàn_thiện,7.156827642414627
title__kéo,title,kéo,7.156827642414627
desc__kết_hôn,desc,kết_hôn,7.156827642414627
desc__xung_đột nga,desc,xung_đột nga,7.156827642414627
title__đối_mặt,title,đối_mặt,7.156827642414627
desc__dân_trí bé,desc,dân_trí bé,7.156827642414627
desc__bình_thường,desc,bình_thường,7.156827642414627
title__visa,title,visa,7.156827642414627
desc__thử_thách,desc,thử_thách,7.156827642414627
desc__biểu_hiện,desc,biểu_hiện,7.156827642414627
desc__hệ,desc,hệ,7.156827642414627
title__nâng_cấp,title,nâng_cấp,7.156827642414627
content__nho,content,nho,7.156827642414627
desc__hàng hóa,desc,hàng hóa,7.156827642414627
content__esg việt_nam,content,esg việt_nam,7.156827642414627
desc__lắp_đặt,desc,lắp_đặt,7.156827642414627
desc__tùy,desc,tùy,7.156827642414627
desc__hong_kong,desc,hong_kong,7.156827642414627
desc__xấu,desc,xấu,7.156827642414627
desc__bạn,desc,bạn,7.156827642414627
title__khám,title,khám,7.156827642414627
desc__giành chiến_thắng,desc,giành chiến_thắng,7.156827642414627
title__làm_việc châu_á,title,làm_việc châu_á,7.156827642414627
desc__dân_trí nga,desc,dân_trí nga,7.156827642414627
desc__canada,desc,canada,7.156827642414627
desc__đau bụng,desc,đau bụng,7.156827642414627
desc__miền tây,desc,miền tây,7.156827642414627
content__brooklyn,content,brooklyn,7.156827642414627
title__nắng,title,nắng,7.156827642414627
title__hạnh_phúc,title,hạnh_phúc,7.156827642414627
desc__openai,desc,openai,7.156827642414627
desc__rò_rỉ,desc,rò_rỉ,7.156827642414627
desc__vọt,desc,vọt,7.156827642414627
title__hạ_tầng,title,hạ_tầng,7.156827642414627
desc__chatgpt,desc,chatgpt,7.156827642414627
title__600,title,600,7.156827642414627
desc__700,desc,700,7.156827642414627
title__cân,title,cân,7.156827642414627
title__tất_cả,title,tất_cả,7.156827642414627
desc__hình,desc,hình,7.156827642414627
desc__va_chạm,desc,va_chạm,7.156827642414627
desc__chi_tiết,desc,chi_tiết,7.156827642414627
desc__gãy,desc,gãy,7.156827642414627
desc__gánh,desc,gánh,7.156827642414627
title__cô_giáo,title,cô_giáo,7.156827642414627
desc__tuyển nữ,desc,tuyển nữ,7.156827642414627
title__tương_lai,title,tương_lai,7.156827642414627
title__hòa_bình,title,hòa_bình,7.156827642414627
desc__tài_liệu,desc,tài_liệu,7.156827642414627
desc__liên_lạc,desc,liên_lạc,7.156827642414627
title__sự_cố,title,sự_cố,7.156827642414627
desc__44,desc,44,7.156827642414627
title__29,title,29,7.156827642414627
desc__95,desc,95,7.156827642414627
desc__cộng,desc,cộng,7.156827642414627
desc__bức_xúc,desc,bức_xúc,7.156827642414627
desc__bứt_phá,desc,bứt_phá,7.156827642414627
desc__loại_bỏ,desc,loại_bỏ,7.156827642414627
desc__cô,desc,cô,7.156827642414627
title__tăng_trưởng,title,tăng_trưởng,7.156827642414627
desc__47,desc,47,7.156827642414627
desc__điều_hành,desc,điều_hành,7.156827642414627
desc__liên_đoàn bóng_chuyền,desc,liên_đoàn bóng_chuyền,7.156827642414627
desc__jannik sinner,desc,jannik sinner,7.156827642414627
desc__cứu_hộ,desc,cứu_hộ,7.156827642414627
title__bậc,title,bậc,7.156827642414627
desc__muộn,desc,muộn,7.087834770927675
title__chuyến bay,title,chuyến bay,7.087834770927675
desc__lễ diễu_binh,desc,lễ diễu_binh,7.087834770927675
desc__tiền đạo,desc,tiền đạo,7.087834770927675
title__chuyển_nhượng,title,chuyển_nhượng,7.087834770927675
content__lôi trắng,content,lôi trắng,7.087834770927675
desc__cặp vợ_chồng,desc,cặp vợ_chồng,7.087834770927675
desc__hoàng,desc,hoàng,7.087834770927675
desc__từ_chối,desc,từ_chối,7.087834770927675
title__chinh_phục,title,chinh_phục,7.087834770927675
desc__đầy_đủ,desc,đầy_đủ,7.087834770927675
desc__lập kỷ_lục,desc,lập kỷ_lục,7.087834770927675
desc__hoàn_tất,desc,hoàn_tất,7.087834770927675
title__chấm_dứt xung_đột,title,chấm_dứt xung_đột,7.087834770927675
desc__ven,desc,ven,7.087834770927675
content__aqua warriors,content,aqua warriors,7.087834770927675
title__chùa,title,chùa,7.087834770927675
desc__định_hình,desc,định_hình,7.087834770927675
desc__khởi_công,desc,khởi_công,7.087834770927675
desc__miền trung,desc,miền trung,7.087834770927675
desc__cựu chủ_tịch,desc,cựu chủ_tịch,7.087834770927675
title__chỉ_trích,title,chỉ_trích,7.087834770927675
desc__công_nhận,desc,công_nhận,7.087834770927675
title__đổ,title,đổ,7.087834770927675
desc__tự_động,desc,tự_động,7.087834770927675
desc__đồng_ý,desc,đồng_ý,7.087834770927675
desc__khớp,desc,khớp,7.087834770927675
desc__theo,desc,theo,7.087834770927675
title__tốc_độ,title,tốc_độ,7.087834770927675
content__ra lốc,content,ra lốc,7.087834770927675
title__tổng_thống nga,title,tổng_thống nga,7.087834770927675
title__chuyên,title,chuyên,7.087834770927675
desc__utd,desc,utd,7.087834770927675
content__warriors,content,warriors,7.087834770927675
title__cuba,title,cuba,7.087834770927675
title__tối,title,tối,7.087834770927675
title__tình,title,tình,7.087834770927675
desc__đắt,desc,đắt,7.087834770927675
desc__đề_cử,desc,đề_cử,7.087834770927675
title__bao_nhiêu,title,bao_nhiêu,7.087834770927675
desc__tiếp_nhận,desc,tiếp_nhận,7.087834770927675
desc__mới,desc,mới,7.087834770927675
desc__hằng,desc,hằng,7.087834770927675
title__chốt,title,chốt,7.087834770927675
desc__mục_đích,desc,mục_đích,7.087834770927675
title__chỗ,title,chỗ,7.087834770927675
desc__tottenham,desc,tottenham,7.087834770927675
desc__mơ,desc,mơ,7.087834770927675
desc__tin_tức,desc,tin_tức,7.087834770927675
desc__diễn_biến,desc,diễn_biến,7.087834770927675
desc__lỗ,desc,lỗ,7.087834770927675
title__nga mỹ,title,nga mỹ,7.087834770927675
desc__đội_ngũ,desc,đội_ngũ,7.087834770927675
desc__tiên_phong,desc,tiên_phong,7.087834770927675
desc__ẩm_thực,desc,ẩm_thực,7.087834770927675
desc__ồn_ào,desc,ồn_ào,7.087834770927675
title__dòng,title,dòng,7.087834770927675
desc__bác_sĩ phát_hiện,desc,bác_sĩ phát_hiện,7.087834770927675
desc__nắm,desc,nắm,7.087834770927675
title__sức_khỏe,title,sức_khỏe,7.087834770927675
desc__liền,desc,liền,7.087834770927675
desc__camera,desc,camera,7.087834770927675
desc__tàu du_lịch,desc,tàu du_lịch,7.087834770927675
desc__phiên tòa,desc,phiên tòa,7.087834770927675
title__sữa,title,sữa,7.087834770927675
desc__hãng hàng_không,desc,hãng hàng_không,7.087834770927675
desc__bộ,desc,bộ,7.087834770927675
desc__vừa_qua,desc,vừa_qua,7.087834770927675
desc__đe,desc,đe,7.087834770927675
desc__phát_triển kinh_tế,desc,phát_triển kinh_tế,7.087834770927675
desc__phép,desc,phép,7.087834770927675
desc__anh_hùng,desc,anh_hùng,7.087834770927675
desc__quỹ,desc,quỹ,7.087834770927675
title__sư_phạm,title,sư_phạm,7.087834770927675
desc__world,desc,world,7.087834770927675
desc__bằng,desc,bằng,7.087834770927675
desc__thuyết_phục,desc,thuyết_phục,7.087834770927675
title__bán_dẫn,title,bán_dẫn,7.087834770927675
desc__tích_hợp,desc,tích_hợp,7.087834770927675
desc__cho_hay,desc,cho_hay,7.087834770927675
title__hát,title,hát,7.087834770927675
desc__39,desc,39,7.087834770927675
desc__chuyến đi,desc,chuyến đi,7.087834770927675
desc__42,desc,42,7.087834770927675
desc__trực_thăng,desc,trực_thăng,7.087834770927675
desc__điểm chuẩn,desc,điểm chuẩn,7.087834770927675
desc__h30,desc,h30,7.087834770927675
title__lửa,title,lửa,7.087834770927675
desc__khách,desc,khách,7.087834770927675
title__hé_lộ,title,hé_lộ,7.087834770927675
desc__gói,desc,gói,7.087834770927675
title__psg,title,psg,7.087834770927675
desc__vượt_trội,desc,vượt_trội,7.087834770927675
desc__rủi_ro,desc,rủi_ro,7.087834770927675
desc__nữ du_khách,desc,nữ du_khách,7.087834770927675
desc__58,desc,58,7.087834770927675
title__indonesia,title,indonesia,7.087834770927675
title__sâu,title,sâu,7.087834770927675
desc__samsung,desc,samsung,7.087834770927675
desc__thép,desc,thép,7.087834770927675
title__khánh_thành,title,khánh_thành,7.087834770927675
title__đóng phim,title,đóng phim,7.087834770927675
desc__bóng_chuyền u21,desc,bóng_chuyền u21,7.087834770927675
title__không_thể,title,không_thể,7.087834770927675
desc__phủ,desc,phủ,7.087834770927675
desc__túi,desc,túi,7.087834770927675
desc__giải bóng_đá,desc,giải bóng_đá,7.087834770927675
desc__kết_luận,desc,kết_luận,7.087834770927675
title__quản_lý,title,quản_lý,7.087834770927675
desc__quyết_tâm,desc,quyết_tâm,7.087834770927675
title__kiện,title,kiện,7.087834770927675
desc__giải_cứu,desc,giải_cứu,7.087834770927675
desc__xin_lỗi,desc,xin_lỗi,7.087834770927675
desc__báo_chí,desc,báo_chí,7.087834770927675
desc__tường,desc,tường,7.087834770927675
title__rau,title,rau,7.087834770927675
desc__giảm,desc,giảm,7.087834770927675
content__mưa_đá,content,mưa_đá,7.087834770927675
desc__khuyến_khích,desc,khuyến_khích,7.087834770927675
desc__giấy_phép,desc,giấy_phép,7.087834770927675
desc__ban thường_vụ,desc,ban thường_vụ,7.087834770927675
desc__phú_thọ,desc,phú_thọ,7.087834770927675
desc__thường_vụ,desc,thường_vụ,7.087834770927675
desc__phúc_thẩm,desc,phúc_thẩm,7.087834770927675
title__quý,title,quý,7.087834770927675
title__bóng_chuyền việt_nam,title,bóng_chuyền việt_nam,7.087834770927675
desc__phương_pháp,desc,phương_pháp,7.087834770927675
title__khoảnh_khắc,title,khoảnh_khắc,7.087834770927675
desc__tôi,desc,tôi,7.087834770927675
title__sàn đại_học,title,sàn đại_học,7.087834770927675
desc__hành_hung,desc,hành_hung,7.087834770927675
title__lao_động,title,lao_động,7.087834770927675
title__bí_quyết,title,bí_quyết,7.087834770927675
title__lao,title,lao,7.087834770927675
desc__tô_lâm phu_nhân,desc,tô_lâm phu_nhân,7.087834770927675
desc__phần_mềm,desc,phần_mềm,7.087834770927675
title__thư,title,thư,7.087834770927675
desc__đình_chỉ,desc,đình_chỉ,7.087834770927675
desc__trưởng_thành,desc,trưởng_thành,7.087834770927675
desc__nhân_lực,desc,nhân_lực,7.087834770927675
title__miễn_phí,title,miễn_phí,7.087834770927675
desc__nhân kỷ_niệm,desc,nhân kỷ_niệm,7.087834770927675
desc__nhà_đầu_tư,desc,nhà_đầu_tư,7.087834770927675
content__món phở,content,món phở,7.087834770927675
title__màn,title,màn,7.087834770927675
desc__2022,desc,2022,7.087834770927675
title__xuất_sắc,title,xuất_sắc,7.087834770927675
desc__chờ_đợi,desc,chờ_đợi,7.087834770927675
title__xuất_khẩu,title,xuất_khẩu,7.087834770927675
title__xuân,title,xuân,7.087834770927675
desc__khởi_nghiệp,desc,khởi_nghiệp,7.087834770927675
title__giải_thưởng,title,giải_thưởng,7.087834770927675
title__bốn,title,bốn,7.087834770927675
desc__vô_địch giải,desc,vô_địch giải,7.087834770927675
desc__ngưng,desc,ngưng,7.087834770927675
desc__chủ_tịch quốc_hội,desc,chủ_tịch quốc_hội,7.087834770927675
desc__sắt,desc,sắt,7.087834770927675
desc__dầu,desc,dầu,7.087834770927675
desc__thpt 2025,desc,thpt 2025,7.087834770927675
desc__sơn_la,desc,sơn_la,7.087834770927675
content__và dông,content,và dông,7.087834770927675
title__giành huy_chương,title,giành huy_chương,7.087834770927675
desc__trái_tim,desc,trái_tim,7.087834770927675
title__mơ,title,mơ,7.087834770927675
desc__sạch,desc,sạch,7.087834770927675
desc__chữ,desc,chữ,7.087834770927675
content__long_châu,content,long_châu,7.087834770927675
desc__hơi,desc,hơi,7.087834770927675
desc__đăng_tải,desc,đăng_tải,7.087834770927675
desc__vui,desc,vui,7.087834770927675
title__trúng_tuyển,title,trúng_tuyển,7.087834770927675
desc__kim_cương,desc,kim_cương,7.087834770927675
desc__nga mỹ,desc,nga mỹ,7.087834770927675
desc__tập_thể,desc,tập_thể,7.087834770927675
title__phụ_huynh,title,phụ_huynh,7.087834770927675
title__phở,title,phở,7.087834770927675
desc__gắn_bó,desc,gắn_bó,7.087834770927675
title__thời,title,thời,7.087834770927675
desc__trump tổng_thống,desc,trump tổng_thống,7.087834770927675
desc__lành_mạnh,desc,lành_mạnh,7.087834770927675
title__xảy,title,xảy,7.087834770927675
content__cruise,content,cruise,7.087834770927675
desc__cán_bộ công_chức,desc,cán_bộ công_chức,7.087834770927675
content__sầu_riêng,content,sầu_riêng,7.087834770927675
desc__nhận_thức,desc,nhận_thức,7.087834770927675
title__hiệu_trưởng,title,hiệu_trưởng,7.087834770927675
title__pháp,title,pháp,7.087834770927675
desc__số_một thế_giới,desc,số_một thế_giới,7.087834770927675
desc__cuộc_đời,desc,cuộc_đời,7.087834770927675
title__xúc_động,title,xúc_động,7.087834770927675
title__22,title,22,7.087834770927675
title__thực_hiện,title,thực_hiện,7.087834770927675
title__phẫu_thuật,title,phẫu_thuật,7.087834770927675
desc__huyết_áp,desc,huyết_áp,7.023296249790104
desc__dây,desc,dây,7.023296249790104
desc__hội_đồng,desc,hội_đồng,7.023296249790104
desc__hạ_long,desc,hạ_long,7.023296249790104
content__thực_thi esg,content,thực_thi esg,7.023296249790104
desc__dường_như,desc,dường_như,7.023296249790104
content__trong mưa,content,trong mưa,7.023296249790104
desc__dân_trí tối,desc,dân_trí tối,7.023296249790104
desc__dân_trí đi,desc,dân_trí đi,7.023296249790104
desc__hưởng,desc,hưởng,7.023296249790104
desc__hàng_đầu thế_giới,desc,hàng_đầu thế_giới,7.023296249790104
desc__dậy,desc,dậy,7.023296249790104
desc__làn,desc,làn,7.023296249790104
content__và tôn_giáo,content,và tôn_giáo,7.023296249790104
content__mưa vừa,content,mưa vừa,7.023296249790104
desc__hữu_nghị,desc,hữu_nghị,7.023296249790104
title__bộ_trưởng,title,bộ_trưởng,7.023296249790104
desc__luật_sư,desc,luật_sư,7.023296249790104
desc__dân_trí nữ,desc,dân_trí nữ,7.023296249790104
content__chị hà,content,chị hà,7.023296249790104
desc__ghép,desc,ghép,7.023296249790104
desc__góc,desc,góc,7.023296249790104
desc__gia_tăng,desc,gia_tăng,7.023296249790104
desc__lâu_dài,desc,lâu_dài,7.023296249790104
desc__hiện_tượng,desc,hiện_tượng,7.023296249790104
desc__không_khí,desc,không_khí,7.023296249790104
content__cúc_phương,content,cúc_phương,7.023296249790104
desc__khối_u,desc,khối_u,7.023296249790104
content__vietinbank,content,vietinbank,7.023296249790104
title__chính_phủ,title,chính_phủ,7.023296249790104
content__cahn,content,cahn,7.023296249790104
desc__hải_quân,desc,hải_quân,7.023296249790104
content__gà lôi,content,gà lôi,7.023296249790104
title__chiến_thắng,title,chiến_thắng,7.023296249790104
desc__học_sinh lớp,desc,học_sinh lớp,7.023296249790104
content__vincom,content,vincom,7.023296249790104
content__quân_đoàn,content,quân_đoàn,7.023296249790104
content__richard,content,richard,7.023296249790104
content__và gió_giật,content,và gió_giật,7.023296249790104
desc__kéo,desc,kéo,7.023296249790104
desc__dân_trí đội_tuyển,desc,dân_trí đội_tuyển,7.023296249790104
desc__thực_thi,desc,thực_thi,7.023296249790104
title__kỹ_thuật,title,kỹ_thuật,7.023296249790104
title__lưu_ý,title,lưu_ý,7.023296249790104
desc__quy_đổi,desc,quy_đổi,7.023296249790104
desc__quân_đội nga,desc,quân_đội nga,7.023296249790104
desc__dân_trí công_an,desc,dân_trí công_an,7.023296249790104
title__lan,title,lan,7.023296249790104
title__liên_quan,title,liên_quan,7.023296249790104
title__lo,title,lo,7.023296249790104
desc__awards,desc,awards,7.023296249790104
title__lái,title,lái,7.023296249790104
desc__vỡ,desc,vỡ,7.023296249790104
desc__rượu,desc,rượu,7.023296249790104
title__lật tàu,title,lật tàu,7.023296249790104
desc__bé gái,desc,bé gái,7.023296249790104
title__lực_lượng,title,lực_lượng,7.023296249790104
desc__sai_phạm,desc,sai_phạm,7.023296249790104
desc__36,desc,36,7.023296249790104
desc__singapore,desc,singapore,7.023296249790104
desc__sinner,desc,sinner,7.023296249790104
desc__sjc,desc,sjc,7.023296249790104
desc__1945,desc,1945,7.023296249790104
desc__vô_cùng,desc,vô_cùng,7.023296249790104
title__mũi,title,mũi,7.023296249790104
desc__000 khán_giả,desc,000 khán_giả,7.023296249790104
desc__xung_quanh,desc,xung_quanh,7.023296249790104
desc__xây,desc,xây,7.023296249790104
desc__chuyên_môn,desc,chuyên_môn,7.023296249790104
desc__phân_tích,desc,phân_tích,7.023296249790104
desc__chiến_trường,desc,chiến_trường,7.023296249790104
desc__chia,desc,chia,7.023296249790104
desc__đh,desc,đh,7.023296249790104
title__hạng,title,hạng,7.023296249790104
desc__cam_kết,desc,cam_kết,7.023296249790104
title__học_phí,title,học_phí,7.023296249790104
title__hồ_sơ,title,hồ_sơ,7.023296249790104
desc__âm_thầm,desc,âm_thầm,7.023296249790104
desc__phong_cách,desc,phong_cách,7.023296249790104
desc__bổ_nhiệm,desc,bổ_nhiệm,7.023296249790104
desc__bệnh_lý,desc,bệnh_lý,7.023296249790104
desc__phụ,desc,phụ,7.023296249790104
desc__phương,desc,phương,7.023296249790104
title__khen,title,khen,7.023296249790104
desc__bầu,desc,bầu,7.023296249790104
desc__bất_thường,desc,bất_thường,7.023296249790104
desc__bất_kỳ,desc,bất_kỳ,7.023296249790104
desc__phải,desc,phải,7.023296249790104
content__jennifer,content,jennifer,7.023296249790104
desc__xếp,desc,xếp,7.023296249790104
desc__bơi,desc,bơi,7.023296249790104
desc__bùng_nổ,desc,bùng_nổ,7.023296249790104
title__ứng_dụng,title,ứng_dụng,7.023296249790104
desc__sự_thật,desc,sự_thật,7.023296249790104
title__mỹ nga,title,mỹ nga,7.023296249790104
content__đồng_lít,content,đồng_lít,7.023296249790104
desc__tuyến đường,desc,tuyến đường,7.023296249790104
desc__thảo_luận,desc,thảo_luận,7.023296249790104
title__thế_hệ,title,thế_hệ,7.023296249790104
desc__trật_tự,desc,trật_tự,7.023296249790104
desc__trận tranh_hạng,desc,trận tranh_hạng,7.023296249790104
desc__trận chung_kết,desc,trận chung_kết,7.023296249790104
title__xinh_đẹp,title,xinh_đẹp,7.023296249790104
desc__trái_đất,desc,trái_đất,7.023296249790104
title__trùm,title,trùm,7.023296249790104
title__washington,title,washington,7.023296249790104
title__vụ lật,title,vụ lật,7.023296249790104
desc__viễn_thông,desc,viễn_thông,7.023296249790104
desc__trao_đổi,desc,trao_đổi,7.023296249790104
title__trực_thăng,title,trực_thăng,7.023296249790104
title__trực_tiếp,title,trực_tiếp,7.023296249790104
title__tết,title,tết,7.023296249790104
desc__tiêu_chí,desc,tiêu_chí,7.023296249790104
