feature,source,term,idf
title__tổng_thống trump,title,tổng_thống trump,7.023296249790104
desc__tiêu_biểu,desc,tiêu_biểu,7.023296249790104
desc__tiêm_kích,desc,tiêm_kích,7.023296249790104
title__utd,title,utd,7.023296249790104
title__vietnam,title,vietnam,7.023296249790104
title__áp_lực,title,áp_lực,7.023296249790104
title__ép,title,ép,7.023296249790104
desc__tuyệt_đối,desc,tuyệt_đối,7.023296249790104
title__sự_thật,title,sự_thật,7.023296249790104
title__nam_á,title,nam_á,7.023296249790104
title__nghèo,title,nghèo,7.023296249790104
desc__u23,desc,u23,7.023296249790104
title__ngược,title,ngược,7.023296249790104
title__đồng_hành,title,đồng_hành,7.023296249790104
title__nhân_tạo,title,nhân_tạo,7.023296249790104
desc__tổng_thống donald,desc,tổng_thống donald,7.023296249790104
desc__tỉnh ủy,desc,tỉnh ủy,7.023296249790104
title__phí,title,phí,7.023296249790104
desc__tết,desc,tết,7.023296249790104
desc__tạm giam,desc,tạm giam,7.023296249790104
title__đông nam_á,title,đông nam_á,7.023296249790104
title__đông nam,title,đông nam,7.023296249790104
title__quân_đội,title,quân_đội,7.023296249790104
desc__thành ủy,desc,thành ủy,7.023296249790104
title__quốc_phòng,title,quốc_phòng,7.023296249790104
desc__tư,desc,tư,7.023296249790104
title__đua,title,đua,7.023296249790104
desc__tòa_án,desc,tòa_án,7.023296249790104
desc__tây ban_nha,desc,tây ban_nha,7.023296249790104
title__sức_mạnh,title,sức_mạnh,7.023296249790104
desc__nổ,desc,nổ,7.023296249790104
desc__philippines,desc,philippines,7.023296249790104
desc__đảm_bảo an_toàn,desc,đảm_bảo an_toàn,7.023296249790104
desc__chào_mừng,desc,chào_mừng,7.023296249790104
title__câu,title,câu,7.023296249790104
title__công,title,công,7.023296249790104
desc__cập_nhật,desc,cập_nhật,7.023296249790104
title__hiện_đại,title,hiện_đại,7.023296249790104
desc__chấm,desc,chấm,7.023296249790104
desc__chặng,desc,chặng,7.023296249790104
desc__cười,desc,cười,7.023296249790104
desc__chị,desc,chị,7.023296249790104
desc__ngừng_bắn,desc,ngừng_bắn,7.023296249790104
desc__người_thân,desc,người_thân,7.023296249790104
desc__đắk,desc,đắk,7.023296249790104
title__cửa,title,cửa,7.023296249790104
desc__đông nam,desc,đông nam,7.023296249790104
desc__cincinnati,desc,cincinnati,7.023296249790104
desc__công_viên,desc,công_viên,7.023296249790104
desc__đường_sắt,desc,đường_sắt,7.023296249790104
desc__covid 19,desc,covid 19,7.023296249790104
desc__cristiano,desc,cristiano,7.023296249790104
desc__cristiano ronaldo,desc,cristiano ronaldo,7.023296249790104
desc__đại_hội đại_biểu,desc,đại_hội đại_biểu,7.023296249790104
desc__đất_đai,desc,đất_đai,7.023296249790104
title__dọa,title,dọa,7.023296249790104
desc__nghị_quyết,desc,nghị_quyết,7.023296249790104
title__hàng_đầu,title,hàng_đầu,7.023296249790104
desc__đắk lắk,desc,đắk lắk,7.023296249790104
desc__lắk,desc,lắk,7.023296249790104
desc__đồng_nai,desc,đồng_nai,7.023296249790104
title__chó,title,chó,7.023296249790104
desc__chuyên_nghiệp,desc,chuyên_nghiệp,7.023296249790104
desc__nước,desc,nước,7.023296249790104
desc__đứng đầu,desc,đứng đầu,7.023296249790104
title__chất,title,chất,7.023296249790104
title__hành_khách,title,hành_khách,7.023296249790104
desc__lớp 12,desc,lớp 12,7.023296249790104
desc__diễn_đàn,desc,diễn_đàn,7.023296249790104
title__city,title,city,7.023296249790104
title__hành_vi,title,hành_vi,7.023296249790104
title__dự_báo,title,dự_báo,7.023296249790104
desc__marathon,desc,marathon,7.023296249790104
title__cơ_hội,title,cơ_hội,6.96267162797367
title__nha_trang,title,nha_trang,6.96267162797367
title__nhà_nước,title,nhà_nước,6.96267162797367
desc__dân_trí vụ,desc,dân_trí vụ,6.96267162797367
desc__tờ,desc,tờ,6.96267162797367
desc__tiêm,desc,tiêm,6.96267162797367
desc__công_khai,desc,công_khai,6.96267162797367
content__hổ,content,hổ,6.96267162797367
title__nsnd,title,nsnd,6.96267162797367
desc__dân_trí đàn_ông,desc,dân_trí đàn_ông,6.96267162797367
desc__tổ_chức lễ,desc,tổ_chức lễ,6.96267162797367
content__nha_khoa,content,nha_khoa,6.96267162797367
title__đặc_sản,title,đặc_sản,6.96267162797367
title__2026,title,2026,6.96267162797367
desc__lương_cường,desc,lương_cường,6.96267162797367
desc__mỡ,desc,mỡ,6.96267162797367
title__vàng miếng,title,vàng miếng,6.96267162797367
title__ngủ,title,ngủ,6.96267162797367
content__aqua,content,aqua,6.96267162797367
desc__thu_hồi,desc,thu_hồi,6.96267162797367
title__nam thanh_niên,title,nam thanh_niên,6.96267162797367
content__chikungunya,content,chikungunya,6.96267162797367
desc__dân_trí chiều,desc,dân_trí chiều,6.96267162797367
title__mục_tiêu,title,mục_tiêu,6.96267162797367
title__tiếp,title,tiếp,6.96267162797367
title__ban,title,ban,6.96267162797367
title__bị_cáo,title,bị_cáo,6.96267162797367
desc__sự_việc,desc,sự_việc,6.96267162797367
title__ngoại_giao,title,ngoại_giao,6.96267162797367
content__donnarumma,content,donnarumma,6.96267162797367
title__vtv,title,vtv,6.96267162797367
desc__hiện_tại,desc,hiện_tại,6.96267162797367
title__đột_phá,title,đột_phá,6.96267162797367
desc__viên,desc,viên,6.96267162797367
content__áp_thấp_nhiệt_đới,content,áp_thấp_nhiệt_đới,6.96267162797367
desc__khát_vọng,desc,khát_vọng,6.96267162797367
title__phố,title,phố,6.96267162797367
desc__đối_tác,desc,đối_tác,6.96267162797367
content__testosterone,content,testosterone,6.96267162797367
desc__đảm_bảo an_ninh,desc,đảm_bảo an_ninh,6.96267162797367
title__suốt,title,suốt,6.96267162797367
desc__khai_trương,desc,khai_trương,6.96267162797367
desc__tmcp,desc,tmcp,6.96267162797367
title__cổ,title,cổ,6.96267162797367
title__sông,title,sông,6.96267162797367
title__vẽ,title,vẽ,6.96267162797367
title__vỡ,title,vỡ,6.96267162797367
title__sợ,title,sợ,6.96267162797367
desc__cột mốc,desc,cột mốc,6.96267162797367
title__300,title,300,6.96267162797367
desc__tâm_điểm,desc,tâm_điểm,6.96267162797367
desc__thập_kỷ,desc,thập_kỷ,6.96267162797367
desc__đặc_sản,desc,đặc_sản,6.96267162797367
desc__mã,desc,mã,6.96267162797367
desc__thông_điệp,desc,thông_điệp,6.96267162797367
content__huệ,content,huệ,6.96267162797367
desc__kho,desc,kho,6.96267162797367
desc__thu_nhập,desc,thu_nhập,6.96267162797367
title__phổi,title,phổi,6.96267162797367
title__pickleball,title,pickleball,6.96267162797367
desc__tập,desc,tập,6.96267162797367
title__qua_đời,title,qua_đời,6.96267162797367
title__tiến,title,tiến,6.96267162797367
title__xung_đột ukraine,title,xung_đột ukraine,6.96267162797367
title__quy_định,title,quy_định,6.96267162797367
desc__lối sống,desc,lối sống,6.96267162797367
desc__đột_ngột,desc,đột_ngột,6.96267162797367
title__đăng_ký,title,đăng_ký,6.96267162797367
desc__hạt,desc,hạt,6.96267162797367
desc__cơ_bản,desc,cơ_bản,6.96267162797367
title__quảng_ninh,title,quảng_ninh,6.96267162797367
desc__thành_phố đà_nẵng,desc,thành_phố đà_nẵng,6.96267162797367
title__xã_hội,title,xã_hội,6.96267162797367
desc__dân_trí công_ty,desc,dân_trí công_ty,6.96267162797367
title__mặt_trời,title,mặt_trời,6.96267162797367
desc__chủ_tịch hồ,desc,chủ_tịch hồ,6.96267162797367
desc__nhận_xét,desc,nhận_xét,6.96267162797367
desc__lan_truyền,desc,lan_truyền,6.96267162797367
title__bùng_nổ,title,bùng_nổ,6.96267162797367
desc__chạm,desc,chạm,6.96267162797367
title__gọi,title,gọi,6.96267162797367
desc__phương_thức,desc,phương_thức,6.96267162797367
desc__bảng xếp_hạng,desc,bảng xếp_hạng,6.96267162797367
desc__nhà_hát,desc,nhà_hát,6.96267162797367
desc__phức_tạp,desc,phức_tạp,6.96267162797367
desc__đàm_phán,desc,đàm_phán,6.96267162797367
title__kiểm_soát,title,kiểm_soát,6.96267162797367
title__kém,title,kém,6.96267162797367
desc__ngăn_chặn,desc,ngăn_chặn,6.96267162797367
desc__ngôn_ngữ,desc,ngôn_ngữ,6.96267162797367
title__kết_quả,title,kết_quả,6.96267162797367
desc__ngân_hàng tmcp,desc,ngân_hàng tmcp,6.96267162797367
content__búp_bê,content,búp_bê,6.96267162797367
title__ceo,title,ceo,6.96267162797367
title__in,title,in,6.96267162797367
desc__ánh_sáng,desc,ánh_sáng,6.96267162797367
desc__giết,desc,giết,6.96267162797367
desc__chip,desc,chip,6.96267162797367
content__bitcoin,content,bitcoin,6.96267162797367
title__bắt_đầu,title,bắt_đầu,6.96267162797367
desc__chiến_sự,desc,chiến_sự,6.96267162797367
content__việt_nam công_ty,content,việt_nam công_ty,6.96267162797367
desc__nội_vụ,desc,nội_vụ,6.96267162797367
desc__nửa đầu,desc,nửa đầu,6.96267162797367
desc__chiếm,desc,chiếm,6.96267162797367
content__busan,content,busan,6.96267162797367
desc__chuyến thăm,desc,chuyến thăm,6.96267162797367
title__bảo,title,bảo,6.96267162797367
desc__nông_nghiệp,desc,nông_nghiệp,6.96267162797367
desc__đa_dạng,desc,đa_dạng,6.96267162797367
desc__nêu,desc,nêu,6.96267162797367
desc__liên_quan vụ,desc,liên_quan vụ,6.96267162797367
title__bẫy,title,bẫy,6.96267162797367
desc__pháp_lý,desc,pháp_lý,6.96267162797367
desc__phát_triển bền_vững,desc,phát_triển bền_vững,6.96267162797367
content__bvđk hồng_ngọc,content,bvđk hồng_ngọc,6.96267162797367
desc__giấy_tờ,desc,giấy_tờ,6.96267162797367
desc__chủ_tịch lương_cường,desc,chủ_tịch lương_cường,6.96267162797367
desc__quốc_gia hà_nội,desc,quốc_gia hà_nội,6.96267162797367
desc__lũ,desc,lũ,6.96267162797367
desc__vị_thế,desc,vị_thế,6.96267162797367
content__gyokeres,content,gyokeres,6.96267162797367
content__gout,content,gout,6.96267162797367
title__lượt,title,lượt,6.96267162797367
desc__48,desc,48,6.96267162797367
desc__cuba,desc,cuba,6.96267162797367
desc__kiện,desc,kiện,6.96267162797367
title__giai_đoạn,title,giai_đoạn,6.96267162797367
desc__seoul,desc,seoul,6.96267162797367
desc__33,desc,33,6.96267162797367
desc__kim,desc,kim,6.96267162797367
desc__ngoại_trưởng,desc,ngoại_trưởng,6.96267162797367
content__tùng_dương,content,tùng_dương,6.96267162797367
desc__siết,desc,siết,6.96267162797367
desc__sài_gòn,desc,sài_gòn,6.96267162797367
desc__gọi_là,desc,gọi_là,6.96267162797367
title__esg,title,esg,6.96267162797367
desc__lũ_quét,desc,lũ_quét,6.96267162797367
desc__dải,desc,dải,6.96267162797367
desc__an_giang,desc,an_giang,6.96267162797367
desc__robot,desc,robot,6.96267162797367
title__loài,title,loài,6.96267162797367
desc__covid,desc,covid,6.96267162797367
desc__khen,desc,khen,6.9055132141337205
desc__năm_học 2025,desc,năm_học 2025,6.9055132141337205
desc__ứng_phó,desc,ứng_phó,6.9055132141337205
desc__truyền,desc,truyền,6.9055132141337205
desc__mổ,desc,mổ,6.9055132141337205
desc__lực_lượng công_an,desc,lực_lượng công_an,6.9055132141337205
desc__quân,desc,quân,6.9055132141337205
desc__sinh_hoạt,desc,sinh_hoạt,6.9055132141337205
content__su,content,su,6.9055132141337205
desc__đổi_mới sáng_tạo,desc,đổi_mới sáng_tạo,6.9055132141337205
desc__nam_giới,desc,nam_giới,6.9055132141337205
desc__open 2025,desc,open 2025,6.9055132141337205
desc__lưu_thông,desc,lưu_thông,6.9055132141337205
content__lốc sét,content,lốc sét,6.9055132141337205
desc__việc,desc,việc,6.9055132141337205
desc__thứ_trưởng,desc,thứ_trưởng,6.9055132141337205
desc__khổng_lồ,desc,khổng_lồ,6.9055132141337205
desc__tiêu_chuẩn,desc,tiêu_chuẩn,6.9055132141337205
content__chiếc nhẫn,content,chiếc nhẫn,6.9055132141337205
desc__tiên_tiến,desc,tiên_tiến,6.9055132141337205
desc__kênh,desc,kênh,6.9055132141337205
desc__nguyện_vọng,desc,nguyện_vọng,6.9055132141337205
desc__khởi_đầu,desc,khởi_đầu,6.9055132141337205
desc__nổi,desc,nổi,6.9055132141337205
content__mìn,content,mìn,6.9055132141337205
desc__nắng,desc,nắng,6.9055132141337205
desc__thời_trang,desc,thời_trang,6.9055132141337205
desc__ý_nghĩa,desc,ý_nghĩa,6.9055132141337205
desc__sẽ,desc,sẽ,6.9055132141337205
desc__vận_động_viên vđv,desc,vận_động_viên vđv,6.9055132141337205
desc__phở,desc,phở,6.9055132141337205
content__mưa_rào và,content,mưa_rào và,6.9055132141337205
desc__theo_dõi,desc,theo_dõi,6.9055132141337205
desc__tỉnh_thành,desc,tỉnh_thành,6.9055132141337205
desc__tổng_giám_đốc,desc,tổng_giám_đốc,6.9055132141337205
content__apec,content,apec,6.9055132141337205
desc__mũi,desc,mũi,6.9055132141337205
desc__thiên_nhiên,desc,thiên_nhiên,6.9055132141337205
content__hội_chợ triển_lãm,content,hội_chợ triển_lãm,6.9055132141337205
content__bên nhất_trí,content,bên nhất_trí,6.9055132141337205
desc__vết,desc,vết,6.9055132141337205
desc__đỉnh_cao,desc,đỉnh_cao,6.9055132141337205
desc__tỉnh khánh_hòa,desc,tỉnh khánh_hòa,6.9055132141337205
desc__hủy,desc,hủy,6.9055132141337205
desc__đẩy,desc,đẩy,6.9055132141337205
content__cmc,content,cmc,6.9055132141337205
desc__phòng_chống,desc,phòng_chống,6.9055132141337205
desc__tưởng,desc,tưởng,6.9055132141337205
desc__thành_phố huế,desc,thành_phố huế,6.9055132141337205
desc__mặt_trời,desc,mặt_trời,6.9055132141337205
desc__đoàn đại_biểu,desc,đoàn đại_biểu,6.9055132141337205
desc__quy_trình,desc,quy_trình,6.9055132141337205
content__xôi,content,xôi,6.9055132141337205
content__bvđk,content,bvđk,6.9055132141337205
desc__thị_trường_chứng_khoán,desc,thị_trường_chứng_khoán,6.9055132141337205
content__bhutan,content,bhutan,6.9055132141337205
content__bidv,content,bidv,6.9055132141337205
desc__giải bóng_chuyền,desc,giải bóng_chuyền,6.9055132141337205
desc__hệ_sinh_thái,desc,hệ_sinh_thái,6.9055132141337205
title__tuyển bóng_chuyền,title,tuyển bóng_chuyền,6.9055132141337205
title__đâm,title,đâm,6.9055132141337205
title__đánh_giá,title,đánh_giá,6.9055132141337205
title__đàm_phán,title,đàm_phán,6.9055132141337205
title__yêu,title,yêu,6.9055132141337205
title__xây,title,xây,6.9055132141337205
title__xe_tăng,title,xe_tăng,6.9055132141337205
title__tập_đoàn,title,tập_đoàn,6.9055132141337205
title__trộm,title,trộm,6.9055132141337205
desc__bò,desc,bò,6.9055132141337205
title__trưởng,title,trưởng,6.9055132141337205
title__trung_ương,title,trung_ương,6.9055132141337205
title__tiến_sĩ,title,tiến_sĩ,6.9055132141337205
title__thịt,title,thịt,6.9055132141337205
title__thói_quen,title,thói_quen,6.9055132141337205
title__súng,title,súng,6.9055132141337205
title__sân,title,sân,6.9055132141337205
title__ảo,title,ảo,6.9055132141337205
desc__bạn_bè,desc,bạn_bè,6.9055132141337205
desc__hà_tĩnh,desc,hà_tĩnh,6.9055132141337205
desc__công_cụ,desc,công_cụ,6.9055132141337205
desc__hiện_nay,desc,hiện_nay,6.9055132141337205
desc__giam,desc,giam,6.9055132141337205
desc__dự_đoán,desc,dự_đoán,6.9055132141337205
desc__dấy,desc,dấy,6.9055132141337205
desc__dư_luận,desc,dư_luận,6.9055132141337205
desc__dân_trí nghiên_cứu,desc,dân_trí nghiên_cứu,6.9055132141337205
desc__cảm_giác,desc,cảm_giác,6.9055132141337205
desc__coi,desc,coi,6.9055132141337205
desc__bắc kinh,desc,bắc kinh,6.9055132141337205
desc__chữa,desc,chữa,6.9055132141337205
desc__chấn_động,desc,chấn_động,6.9055132141337205
desc__chấm_dứt xung_đột,desc,chấm_dứt xung_đột,6.9055132141337205
content__imo,content,imo,6.9055132141337205
desc__chó,desc,chó,6.9055132141337205
desc__championship,desc,championship,6.9055132141337205
desc__bốc,desc,bốc,6.9055132141337205
title__sinner,title,sinner,6.9055132141337205
title__quốc_hội,title,quốc_hội,6.9055132141337205
title__quà,title,quà,6.9055132141337205
title__clip,title,clip,6.9055132141337205
title__gd,title,gd,6.9055132141337205
title__dừng,title,dừng,6.9055132141337205
title__dao,title,dao,6.9055132141337205
title__da,title,da,6.9055132141337205
title__cơ_sở,title,cơ_sở,6.9055132141337205
title__công_chức,title,công_chức,6.9055132141337205
title__con_người,title,con_người,6.9055132141337205
title__chụp,title,chụp,6.9055132141337205
title__pokrovsk,title,pokrovsk,6.9055132141337205
title__chém,title,chém,6.9055132141337205
title__chiều,title,chiều,6.9055132141337205
